0.305272, 0.131066, 1.22076, -0.499975, 0.499996, -0.499997, 0.500032, 
0.308892, 0.127373, 1.22283, -0.504158, 0.504328, -0.495632, 0.495809, 
0.321239, 0.112672, 1.23042, -0.518306, 0.521682, -0.477475, 0.480858, 
0.336551, 0.0866475, 1.24232, -0.535236, 0.553005, -0.442534, 0.460294, 
0.345993, 0.0574078, 1.2545, -0.543828, 0.58953, -0.398856, 0.444544, 
0.347876, 0.0212766, 1.26921, -0.539043, 0.637294, -0.337191, 0.435422, 
0.342226, -0.00524067, 1.28069, -0.521878, 0.674731, -0.284621, 0.437461, 
0.329121, -0.0318829, 1.29391, -0.486214, 0.714858, -0.222167, 0.450796, 
0.310985, -0.0528628, 1.30696, -0.433304, 0.748072, -0.161297, 0.476045, 
0.29292, -0.0662313, 1.31797, -0.373302, 0.768514, -0.112197, 0.507389, 
0.272549, -0.0758592, 1.3292, -0.293555, 0.778664, -0.065564, 0.550644, 
0.256035, -0.0806635, 1.3375, -0.215533, 0.774803, -0.0341133, 0.593348, 
0.240688, -0.0833531, 1.34413, -0.127489, 0.756823, -0.0116699, 0.64096, 
0.229916, -0.0846277, 1.3475, -0.0532752, 0.731275, -0.00205023, 0.679996, 
0.22494, -0.0851402, 1.3484, -0.0146758, 0.71426, -0.00019331, 0.699726, 
